"코드","발주처명","상위코드"
"GGGGG","청주금호어울림아파트","GGGGG"
"GGGGG","청초대우","GGGGG"
"GGGGG","상갈 메트로 파크","GGGGG"
"GGGGG","부천일루미스테이트","GGGGG"
"GGGGG","운남주공5단지","GGGGG"
"GGGGG","포레시안 아파트","GGGGG"
"GGGGG","마곡엠밸리15단지","GGGGG"
"GGGGG","청라자이아파트","GGGGG"
"GGGGG","초읍대진아파트","GGGGG"
"GGGGG","동아솔레시티","GGGGG"
"GGGGG","장전삼정그린코아더베스트","GGGGG"
"GGGGG","구미동양한신아파트","GGGGG"
"GGGGG","롯데아파트","GGGGG"
"GGGGG","대화아파트","GGGGG"
"GGGGG","한울마을 모아엘가","GGGGG"
"GGGGG","신창비바패밀리","GGGGG"
"GGGGG","어양주공5단지","GGGGG"
"GGGGG","청담래미안","GGGGG"
"GGGGG","원일산호1차","GGGGG"
"GGGGG","마곡엠밸리14단지","GGGGG"
"GGGGG","칠곡에덴타운","GGGGG"
"GGGGG","가마힐데스하임","GGGGG"
"GGGGG","삼계 한라비발디 센텀시티","GGGGG"
"GGGGG","삼천남양아파트","GGGGG"
"GGGGG","GTX운정역 금강펜테리움 센트럴파크","GGGGG"
"GGGGG","영종국제도시 화성파크드림","GGGGG"
"GGGGG","서라2차","GGGGG"
"GGGGG","대신푸르지오아파트","GGGGG"
"GGGGG","현대패밀리서부1차","GGGGG"
"GGGGG","서희스타힐스NHF 아파트","GGGGG"
"GGGGG","한화포레나동탄호수","GGGGG"
"GGGGG","능곡샘터마을2단지주공","GGGGG"
"GGGGG","농성 SK뷰 센트럴 아파트","GGGGG"
"GGGGG","세곡푸르지오","GGGGG"
"GGGGG","월드마크웨스트엔드","GGGGG"
"GGGGG","강릉서희스타힐스리버파크아파트","GGGGG"
"GGGGG","해남파크사이드아파트","GGGGG"
"GGGGG","신천송라아파트","GGGGG"
"GGGGG","영통신나무실신성신안쌍용진흥","GGGGG"
"GGGGG","시영2차","GGGGG"
"GGGGG","번영로 두산위브","GGGGG"
"GGGGG","이지더원3차메르센포레","GGGGG"
"GGGGG","우신그린피아","GGGGG"
"GGGGG","대우월드마크센텀","GGGGG"
"GGGGG","더샵송도마리나베이","GGGGG"
"GGGGG","창원 센텀 푸르지오","GGGGG"
"GGGGG","고산수자인디에스티지","GGGGG"
"GGGGG","동일하이빌2차","GGGGG"
"GGGGG","원주대원칸타빌더포레스트","GGGGG"
"GGGGG","개금시영아파트","GGGGG"
"GGGGG","강정유승한내들퍼스트오션","GGGGG"
"GGGGG","쌍용 더 플래티넘 광산 아파트","GGGGG"
"GGGGG","청주 가경 아이파크아파트","GGGGG"
"GGGGG","협성피닉스아파트","GGGGG"
"GGGGG","메가시티태왕아너스","GGGGG"
"GGGGG","도램마을15단지(세종힐스테이트)","GGGGG"
"GGGGG","하남감일포엠포레아파트","GGGGG"
"GGGGG","더샵센트럴파크1","GGGGG"
"GGGGG","미사강변13단지","GGGGG"
"GGGGG","럭키우아","GGGGG"
"GGGGG","동성가든타워","GGGGG"
"GGGGG","엠코타운더프라하","GGGGG"
"GGGGG","양평그린2차","GGGGG"
"GGGGG","연화마을stx KAN 6단지","GGGGG"
"GGGGG","플루리움1단지","GGGGG"
"GGGGG","범물우방미진하이츠","GGGGG"
"GGGGG","이튼타워리버3차","GGGGG"
"GGGGG","해운대건영2차아파트","GGGGG"
"GGGGG","래미안영통마크원2단지","GGGGG"
"GGGGG","백양디이스트","GGGGG"
"GGGGG","화명대림타운","GGGGG"
"GGGGG","덕하한양수자인아파트","GGGGG"
"GGGGG","동탄역 U.BORA 여울숲 2.0","GGGGG"
"GGGGG","논현꿈에그린","GGGGG"
"GGGGG","진월현대2차아파트","GGGGG"
"GGGGG","진천역계룡리슈빌","GGGGG"
"GGGGG","은아아파트","GGGGG"
"GGGGG","평택더샵아파트","GGGGG"
"GGGGG","신동제일","GGGGG"
"GGGGG","석남태화아파트","GGGGG"
"GGGGG","한남더힐","GGGGG"
"GGGGG","삼호","GGGGG"
"GGGGG","하계학여울청구","GGGGG"
"GGGGG","자양2차현대","GGGGG"
"GGGGG","동작협성휴포레시그니처아파트","GGGGG"
"GGGGG","일산파밀리에4단지","GGGGG"
"GGGGG","경주센트럴푸르지오","GGGGG"
"GGGGG","서천장항 LH1단지","GGGGG"
"GGGGG","유천2차현대아파트","GGGGG"
"GGGGG","면목 라온 프라이빗 아파트","GGGGG"
"GGGGG","계룡삼환","GGGGG"
"GGGGG","연수2차현대대림아파트","GGGGG"
"GGGGG","연수삼성럭키","GGGGG"
"GGGGG","삼천이안아파트","GGGGG"
"GGGGG","에코시티데시앙12블럭","GGGGG"
"GGGGG","헬리오시티아파트","GGGGG"
"GGGGG","DMC 한강숲 중흥S-CLASS 아파트","GGGGG"
"GGGGG","구영현대아이파크","GGGGG"
"GGGGG","신가1차중흥파크맨션","GGGGG"
"GGGGG","가람아파트","GGGGG"
"GGGGG","법동보람","GGGGG"
"GGGGG","수성그린타운","GGGGG"
"GGGGG","연수휴먼시아7단지임대","GGGGG"
"GGGGG","부민그린타워","GGGGG"
"GGGGG","호원우성3차","GGGGG"
"GGGGG","관악드림타운","GGGGG"
"GGGGG","힐스테이트푸르지오수원아파트","GGGGG"
"GGGGG","나운동 세광타운","GGGGG"
"GGGGG","삼성","GGGGG"
"GGGGG","신정뉴타운롯데캐슬","GGGGG"
"GGGGG","청라SKVIEW","GGGGG"
"GGGGG","인터빌아파트","GGGGG"
"GGGGG","충주시티자이","GGGGG"
"GGGGG","검암역 로열파크씨티푸르지오1단지","GGGGG"
"GGGGG","범물삼주타운","GGGGG"
"GGGGG","한강센트럴자이2차","GGGGG"
"GGGGG","마석역신도브래뉴1차","GGGGG"
"GGGGG","남악신동아파밀리에","GGGGG"
"GGGGG","달성우신미가뷰아파트","GGGGG"
"GGGGG","목동현대아파트","GGGGG"
"GGGGG","비하계룡리슈빌2차","GGGGG"
"GGGGG","별내푸르지오","GGGGG"
"GGGGG","칠곡목련타운","GGGGG"
"GGGGG","이편한세상 금빛그랑메종 6단지","GGGGG"
"GGGGG","은평뉴타운상림마을2단지","GGGGG"
"GGGGG","거제코아루파크드림아파트","GGGGG"
"GGGGG","일산중산마을10단지경남동신","GGGGG"
"GGGGG","시흥장현포레미엘더파크","GGGGG"
"GGGGG","불당호반 베르디움 The First","GGGGG"
"GGGGG","센텀비스타동원2차","GGGGG"
"GGGGG","아데라움아파트","GGGGG"
"GGGGG","강남자곡힐스테이트아파트","GGGGG"
"GGGGG","거제2차현대홈타운아파트","GGGGG"
"GGGGG","제주노형부영5차아파트","GGGGG"
"GGGGG","중흥파크1차","GGGGG"
"GGGGG","청주동남1단지아파트","GGGGG"
"GGGGG","역삼래미안","GGGGG"
"GGGGG","도남해모로리치힐아파트","GGGGG"
"GGGGG","고창 상원모양맨션","GGGGG"
"GGGGG","e편한세상동탄아파트","GGGGG"
"GGGGG","율하시티프라디움아파트","GGGGG"
"GGGGG","광교호수아델리움","GGGGG"
"GGGGG","하안주공1단지","GGGGG"
"GGGGG","삼천세경","GGGGG"
"GGGGG","흑석동양","GGGGG"
"GGGGG","이편한세상 센텀스타시티 영천1B","GGGGG"
"GGGGG","죽동예미지아파트","GGGGG"
"GGGGG","목감한양수자인","GGGGG"
"GGGGG","다운아파트","GGGGG"
"GGGGG","흑석한강현대","GGGGG"
"GGGGG","센텀롯데캐슬","GGGGG"
"GGGGG","화성드림파크","GGGGG"
"GGGGG","관저어반힐스아파트","GGGGG"
"GGGGG","주안역센트레빌아파트","GGGGG"
"GGGGG","삼성래미안1차","GGGGG"
"GGGGG","상동 현대1차","GGGGG"
"GGGGG","수기마을힐스테이트3단지","GGGGG"
"GGGGG","산내들마을한양수자인1블럭아파트","GGGGG"
"GGGGG","김제 신풍동 주공","GGGGG"
"GGGGG","목감 호반써밋 더레이크","GGGGG"
"GGGGG","동두천월드메르디앙","GGGGG"
"GGGGG","광혜원주연아파트","GGGGG"
"GGGGG","호평해링턴플레이스","GGGGG"
"GGGGG","동탄2차한화꿈에그린","GGGGG"
"GGGGG","한옥마을 서해그랑블아파트","GGGGG"
"GGGGG","용담e편한세상아파트","GGGGG"
"GGGGG","호매실한양수자인파크원","GGGGG"
"GGGGG","해운대센텀두산위브","GGGGG"
"GGGGG","제주외도1차부영아파트입주자대표회의","GGGGG"
"GGGGG","효성 두산아파트","GGGGG"
"GGGGG","조례대림1차아파트","GGGGG"
"GGGGG","화성태안LH2단지아파트","GGGGG"
"GGGGG","태평삼부5단지","GGGGG"
"GGGGG","금당중흥1차파크맨션","GGGGG"
"GGGGG","천천비단마을신명","GGGGG"
"GGGGG","e편한세상 온수역아파트","GGGGG"
"GGGGG","옥포대성베르힐아파트4단지 입주자대표회의","GGGGG"
"GGGGG","양구석미모닝파크1차아파트","GGGGG"
"GGGGG","회룡한주아파트","GGGGG"
"GGGGG","동해쇄운부영아파트","GGGGG"
"GGGGG","감일 한라비발디","GGGGG"
"GGGGG","금강로하스엘크루아파트","GGGGG"
"GGGGG","금호타운","GGGGG"
"GGGGG","주월무등파크아파트","GGGGG"
"GGGGG","서부성원상떼빌아파트","GGGGG"
"GGGGG","청주 동남 호반써밋 브룩사이드아파트","GGGGG"
"GGGGG","호원가든3차","GGGGG"
"GGGGG","래미안당산1차아파트","GGGGG"
"GGGGG","삼송마을17단지동원로얄듀크","GGGGG"
"GGGGG","래미안퍼스티지","GGGGG"
"GGGGG","의정부 민락금강펜테리움아파트","GGGGG"
"GGGGG","한라타워맨션","GGGGG"
"GGGGG","효천시티프라디움아파트","GGGGG"
"GGGGG","상무리채1차","GGGGG"
"GGGGG","도봉극동아파트","GGGGG"
"GGGGG","압구정한양아파트제2단지","GGGGG"
"GGGGG","강변들보람아파트","GGGGG"
"GGGGG","호매실 엔루체","GGGGG"
"GGGGG","정관한진해모로","GGGGG"
"GGGGG","신정마을주공1단지아파트","GGGGG"
"GGGGG","래미안강남힐즈","GGGGG"
"GGGGG","원앙4-1단지","GGGGG"
"GGGGG","평촌더샵센트럴시티","GGGGG"
"GGGGG","장흥계명아파트","GGGGG"
"GGGGG","복음로얄 아파트","GGGGG"
"GGGGG","경산서부1차부영아파트","GGGGG"
"GGGGG","무등산센트럴파크아파트","GGGGG"
"GGGGG","신흥역 하늘채 랜더스원 2단지","GGGGG"
"GGGGG","평택롯데캐슬","GGGGG"
"GGGGG","서재2차보성아파트","GGGGG"
"GGGGG","(주)대웅제약","GGGGG"
"GGGGG","대웅바이오(주)","GGGGG"
"GGGGG","(주)더블유티씨서울","GGGGG"
"GGGGG","연세대학교 연세유업","GGGGG"
"GGGGG","구미교육재단","GGGGG"
"GGGGG","주식회사 서강","GGGGG"
"GGGGG","좋은일자리만들기협동조합","GGGGG"
"GGGGG","주식회사 키콕스파트너스","GGGGG"
"GGGGG","레베세친환경영농조합법인","GGGGG"
"GGGGG","만월산터널주식회사","GGGGG"
"GGGGG","만월산터널(주）","GGGGG"
"GGGGG","영암시니어클럽","GGGGG"
"GGGGG","경상남도진주교육청 지수중학교","GGGGG"
"GGGGG","대방 개나리１차 아파트","GGGGG"
"GGGGG","경민대학 산학협력단","GGGGG"
"GGGGG","남천리숲안애아파트입주자대표회의","GGGGG"
"GGGGG","성남고등 반도아이비밸리 관리단","GGGGG"
"GGGGG","퀸즈타운W사하 관리단","GGGGG"
"GGGGG","더케이호텔앤리조트 주식회사","GGGGG"
"GGGGG","더케이호텔앤리조트 (주) 더케이호텔경주","GGGGG"
"GGGGG","목동굿모닝탑","GGGGG"
"GGGGG","야사동주공2차입주자대표회","GGGGG"
"GGGGG","가톨릭대학교 성심교정","GGGGG"
"GGGGG","서익산농업협동조합","GGGGG"
"GGGGG","한국해양과학기술원 부설 선박해양플랜트연구소","GGGGG"
"GGGGG","(주)대륙제관","GGGGG"
"GGGGG","전라남도순천교육청 순천금당중학교","GGGGG"
"GGGGG","(사)워치타워성서책자협회","GGGGG"
"GGGGG","울산과학대학산학협력단","GGGGG"
"GGGGG","강남세브란스병원","GGGGG"
"GGGGG","본촌초등학교","GGGGG"
"GGGGG","기북초등학교","GGGGG"
"GGGGG","장산중학교","GGGGG"
"GGGGG","신남중학교","GGGGG"
"GGGGG","월포초등학교","GGGGG"
"GGGGG","용수중학교","GGGGG"
"GGGGG","서라벌중학교","GGGGG"
"GGGGG","대전생활과학고등학교","GGGGG"
"GGGGG","웅천중학교","GGGGG"
"GGGGG","봉화상운초등학교","GGGGG"
"GGGGG","진주대곡중학교","GGGGG"
"GGGGG","중앙대학교 다빈치캠퍼스","GGGGG"
"GGGGG","학교법인 건국대학교","GGGGG"
"GGGGG","학교법인 우일학원 안양대학교","GGGGG"
"GGGGG","상계보람","GGGGG"
"GGGGG","석관코오롱","GGGGG"
"GGGGG","강동성심병원","GGGGG"
"GGGGG","서초2차e편한세상","GGGGG"
"GGGGG","신곡동신아파트","GGGGG"
"GGGGG","포레나디아일랜드","GGGGG"
"GGGGG","정의학원","GGGGG"
"GGGGG","운남삼성","GGGGG"
"GGGGG","첫마을6단지","GGGGG"
"GGGGG","하중연성참이슬","GGGGG"
"GGGGG","수유벽산201아파트","GGGGG"
"GGGGG","연지로얄아파트","GGGGG"
"GGGGG","로데오현대아파트","GGGGG"
"GGGGG","대진아파트","GGGGG"
"GGGGG","한양수자인 아르디에","GGGGG"
"GGGGG","대원아파트","GGGGG"
"GGGGG","동국대학교 WISE(와이즈)캠퍼스","GGGGG"
"GGGGG","공우이엔씨주식회사","GGGGG"
"GGGGG","연세대학교 산학협력단","GGGGG"
"GGGGG","서강대학교 산학협력단","GGGGG"
"GGGGG","광운대학교 산학협력단","GGGGG"
"GGGGG","연세대학교 국제캠퍼스","GGGGG"
"GGGGG","가천대학교 메디컬캠퍼스","GGGGG"
"GGGGG","성균관대학교산학협력단","GGGGG"
"D600325","한국공항공사 제주공항","B000000"
"D600310","한국공항공사 김해공항","B000000"
"D600287","한국공항공사 김포공항","B000000"
"D599001","분당서울대학교병원","B000000"
"D587169","서울특별시농수산식품공사 강서지사","B000000"
"D585301","국립생태원","B000000"
"D572301","김해시도시개발공사","B000000"
"D565101","광주도시관리공사","B000000"
"D557091","한국연구재단 정보통신기획평가원","B000000"
"D547101","국립해양박물관","B000000"
"D545527","한국교통안전공단 자동차안전연구원","B000000"
"D484601","경남개발공사","B000000"
"D467105","동아대학교병원","B000000"
"D466005","대전유성신용협동조합","B000000"
"D465631","영남대학교의료원","B000000"
"D438091","보성군산림조합","B000000"
"D412576","한국도로공사 동서울지사","B000000"
"D412575","한국도로공사 경기광주지사","B000000"
"D412572","한국도로공사 수원지사","B000000"
"D412571","한국도로공사 화성지사","B000000"
"D412570","한국도로공사 군포지사","B000000"
"D412569","한국도로공사 시흥지사","B000000"
"D412568","한국도로공사 인천지사","B000000"
"D412563","한국도로공사 서울경기본부","B000000"
"D412561","한국도로공사 첨단기계화센터","B000000"
"D412560","한국도로공사 국도ITS지원센터","B000000"
"D412559","한국도로공사 교통센터","B000000"
"D412558","한국도로공사 통행료정산센터","B000000"
"D412557","한국도로공사 인재개발원","B000000"
"D412555","한국도로공사 스마트건설사업단","B000000"
"D412554","한국도로공사 스마트도로연구단","B000000"
"D412553","한국도로공사 도로교통연구원","B000000"
"D412552","한국도로공사 서울산지사","B000000"
"D412551","한국도로공사 고성지사","B000000"
"D412550","한국도로공사 창녕지사","B000000"
"D412549","한국도로공사 경주지사","B000000"
"D412548","한국도로공사 산청지사","B000000"
"D412547","한국도로공사 진주지사","B000000"
"D412546","한국도로공사 창원지사","B000000"
"D412545","한국도로공사 양산지사","B000000"
"D412544","한국도로공사 울산지사","B000000"
"D412543","한국도로공사 청송지사","B000000"
"D412542","한국도로공사 성주지사","B000000"
"D412541","한국도로공사 영주지사","B000000"
"D412540","한국도로공사 고령지사","B000000"
"D412539","한국도로공사 영천지사","B000000"
"D412538","한국도로공사 군위지사","B000000"
"D412537","한국도로공사 대구지사","B000000"
"D412536","한국도로공사 구미지사","B000000"
"D412535","한국도로공사 남원지사","B000000"
"D412534","한국도로공사 보성지사","B000000"
"D412533","한국도로공사 구례지사","B000000"
"D412532","한국도로공사 함평지사","B000000"
"D412531","한국도로공사 순천지사","B000000"
"D412530","한국도로공사 담양지사","B000000"
"D412529","한국도로공사 광주지사","B000000"
"D412528","한국도로공사 보령지사","B000000"
"D412527","한국도로공사 진안지사","B000000"
"D412526","한국도로공사 논산지사","B000000"
"D412525","한국도로공사 무주지사","B000000"
"D412524","한국도로공사 부안지사","B000000"
"D412523","한국도로공사 전주지사","B000000"
"D412522","한국도로공사 부여지사","B000000"
"D412521","한국도로공사 공주지사","B000000"
"D412520","한국도로공사 당진지사","B000000"
"D412519","한국도로공사 영동지사","B000000"
"D412518","한국도로공사 대전지사","B000000"
"D412517","한국도로공사 천안지사","B000000"
"D412516","한국도로공사 상주지사","B000000"
"D412515","한국도로공사 엄정지사","B000000"
"D412514","한국도로공사 보은지사","B000000"
"D412513","한국도로공사 충주지사","B000000"
"D412512","한국도로공사 제천지사","B000000"
"D412511","한국도로공사 진천지사","B000000"
"D412510","한국도로공사 이천지사","B000000"
"D412509","한국도로공사 양양지사","B000000"
"D412508","한국도로공사 강릉지사","B000000"
"D412507","한국도로공사 춘천지사","B000000"
"D412506","한국도로공사 홍천지사","B000000"
"D412505","한국도로공사 대관령지사","B000000"
"D412504","한국도로공사 원주지사","B000000"
"D412496","한국도로공사 건설사업단 남부도로개량사업단","B000000"
"D412495","한국도로공사 건설사업단 중부도로개량사업단","B000000"
"D412493","한국도로공사 건설사업단 세종안성건설사업단","B000000"
"D412492","한국도로공사 건설사업단 새만금전주건설사업단","B000000"
"D412491","한국도로공사 건설사업단 합천창녕건설사업단","B000000"
"D412490","한국도로공사 건설사업단 함양합천건설사업단","B000000"
"D412489","한국도로공사 건설사업단 창녕밀양건설사업단","B000000"
"D412488","한국도로공사 건설사업단 안성용인건설사업단","B000000"
"D412487","한국도로공사 건설사업단 김포양주건설사업단","B000000"
"D412486","한국도로공사 건설사업단 포항영덕건설사업단","B000000"
"D412485","한국도로공사 건설사업단 강진광주건설사업단","B000000"
"D412483","한국도로공사 건설사업단 수도권건설사업단","B000000"
"D412482","한국도로공사 건설사업단 용인구리건설사업단","B000000"
"D412443","한국도로공사 충북본부","B000000"
"D412442","한국도로공사 전북본부","B000000"
"D412441","한국도로공사 부산경남본부","B000000"
"D412440","한국도로공사 대구경북본부","B000000"
"D412439","한국도로공사 광주전남본부","B000000"
"D412438","한국도로공사 대전충남본부","B000000"
"D412437","한국도로공사 강원본부","B000000"
"D412436","한국도로공사 수도권본부","B000000"
"D408489","국민건강보험공단 본부 국민건강보험공단인재개발원","B000000"
"D354212","한국도로교통공단 북부운전면허시험장","B000000"
"D354109","도로교통공단 예산운전면허시험장","B000000"
"D354092","도로교통공단 강서운전면허시험장","B000000"
"D354072","도로교통공단 충청북도지부","B000000"
"D354069","도로교통공단 인천광역시지부","B000000"
"D346033","한국철도공사 회계통합센터","B000000"
"D338051","대한적십자사 의료원","B000000"
"D338050","대한적십자사 영주적십자병원","B000000"
"D338042","대한적십자사 통영적십자병원","B000000"
"D338036","대한적십자사 중앙혈액검사센터","B000000"
"D338035","대한적십자사 혈장분획센터","B000000"
"D338018","대한적십자사 혈액관리본부","B000000"
"D325160","한국지역난방공사 평택지사","B000000"
"D325156","한국지역난방공사 화성지사","B000000"
"D325152","한국지역난방공사 동탄지사","B000000"
"D325150","한국지역난방공사 강남지사","B000000"
"D325117","한국지역난방공사 양산지사","B000000"
"D325115","한국지역난방공사 삼송지사","B000000"
"D325114","한국지역난방공사 판교지사","B000000"
"D325112","한국지역난방공사 수원사업소","B000000"
"D325111","한국지역난방공사 고양사업소","B000000"
"D325109","한국지역난방공사 서울중앙지사","B000000"
"D325107","한국지역난방공사 김해사업소","B000000"
"D325105","한국지역난방공사 광주전남지사","B000000"
"D325104","한국지역난방공사 세종지사","B000000"
"D325103","한국지역난방공사 청주지사","B000000"
"D325101","한국지역난방공사 파주지사","B000000"
